key,author,date,stars,title,helpful_yes,helpful_no,text,taste,ingredients,texture,likes
4_hd,Teemama26,2018-06-04,5,REAL INGREDIENTS REAL DELICIOUS,0,0,this butter pecan ice cream from Haagen-Dazs is absolutely delicious I love all their ice cream but I extremely love their butter pecan I would recommend this ice cream for anything any holiday on a hot day on a cold day everybody loves ice cream everybody will love this from Haagen-Dazs,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,mandikristen30,2018-07-03,5,So yummy and rich!,0,0,"I absolutely love love loved this ice cream! I'm a huge butter pecan fan and wasn't disappointed. The pecans were fresh tasting, the flavor was rich, and the ice cream itself wasn't too soft or too hard. I would recommend this brand to anyone and also look forward to trying more flavors.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,Bijou27,2020-04-13,2,Not what it once was...,0,0,"It had been a while, so tried a pint as a treat. The taste was lacking... Was icy, and seemed to be missing ""richness."" I realize that the fat content was changed some time ago, but I had had it since then and it was much better than this. Want better if I'm going to pay a premium price.",1.0,3.0,1.0,
4_hd,Shan,2019-05-12,5,Best ice cream-beats God and Xan,0,0,"This is the best anti anxiety medicine ever. It’s honestly one of the best foods you can buy from stores widespread in general , desert or otherwise. It taste like home with a hug from mom. I can always look forward to this ice cream being consistently pleasurable. Best flavor.",5.0,5.0,5.0,Simply Rewarding
4_hd,Vern,2018-06-06,5,Delicious,0,0,My kids and I loved this flavor. It was very rich and flavorful. You can actually taste the pecans. It was very tasteful and milky. We had to go out and buy another one for the family. We have found a new snack for these hot summer days without having to go to a ice cream shop.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,MrsHound16,2018-06-05,5,Very creamy and yummy!,0,0,"I’ve never tried Haagen-dazs ice cream before, and I must say it was delicious! Very creamy and tasty! The ingredients were easy to read and pronounce :) I think this is my new fav ice cream! Most ice cream nowadays just isn’t creamy anymore, sadly. This ice cream is the best!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,Gtlugz,2018-06-11,5,Fantastic creamy flavor,0,0,The ice cream bit is super creamy and smooth absolutely delicious. I personally like tons of Pecans in mine with that being said I think there is enough to make me happy but I could always use more lol. I would buy again at a normal ice cream price but nothing crazy hih.,5.0,5.0,5.0,Creamy Texture
4_hd,ncholder,2018-06-04,5,very yummy and indulgent,0,0,this ice cream is very creamy and sweet and indulgent and yummy and all the things you treat yourself to when you get to snack off your diet!!! I was originally going to try butter pecan but did not find it near me and tried ice cream bars with almonds and milk chocolate.,5.0,5.0,5.0,"Interesting Flavor,Indulgent,Creamy Texture"
4_hd,MaryWallace,2018-05-21,1,Huge disappointment,0,0,Last week I bought this flavor at my local market. I had not bought any for several years. Was used to the 1970s Haagen-Dazs from a Chicago store. That was amazing. All these later I am trying to figure out what happened to the quality. Tasteless flavor and mealy texture.,1.0,1.0,1.0,
4_hd,Kehia35,2018-06-06,5,Ice cream you scream,0,0,"I gave my sister this ice cream and she's pregnant so it was a treat. She said it was very yummy. It looked very rich and creamy. This has been a very well known ice cream for years, so I'm sure it's always worth the money. And I'm sure the taste will not let you down",5.0,5.0,5.0,"High Quality Ingredients,Creamy Texture,Simply Rewarding"
4_hd,jack55,2018-06-04,5,One of my favorites!,0,0,"If you like butter pecan ice cream you are going to love Haagen-Dazs butter pecan ice cream! The perfect ice cream to enjoy after a long day at the beach. Most ice cream companies fill their ice cream with air, not Haagen-daz! The ice cream is creamy and delicious!!!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture,Simply Rewarding"
4_hd,Lindsay 987,2018-06-05,4,Great Flavor!!,0,0,"I really enjoyed this ice cream! I was surprised by the amount of pecans there were! The ice cream was smooth and tasted just as it was supposed to! Butter pecan is our favorite and we definitely enjoyed this! My only complaint would be the cost, it's a bit pricey.",4.0,4.0,4.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
4_hd,Anjela7,2017-03-26,5,Perfect Combination,0,0,"Of all the Butter Pecan brands I have tried Häagen - Daz has perfected it! The description on the container is ""sweet"", simple, and right on the money! A perfect blend of buttery, roasted pecans and the cream is sweetened just right! It is one if my favorites!",5.0,5.0,5.0,
4_hd,annieday9909,2018-06-29,5,Perfect personal treat!,0,0,"The balance of creamy and salty is the best, coupled with crunchy chewy pecans makes this the best at a personal treat! I love how indulgent it is. I like to have this after everyone has gone to bed and i can have it all to my self watching my favorite shows!",5.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,Stefvict04,2018-06-16,5,Great tasting ice cream,0,0,I only wanted to have a few bites and then share with the rest of my family but it tasted so good that I ate half of the pint myself. I never shared it because it was so good. I put the rest of the pint in the freezer so When I want a sweet treat I have one.,5.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Jessie,2018-06-02,5,Oh so good!!,0,0,"I love this butter pecan ice cream! And is very very difficult to find a great butter but con ice cream, and I have just found it! It is very creamy and not crispy at all like some of the other brands. There are a lot of pecans also which makes it amazing!",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Paige,2018-06-11,5,Bold flavors,0,0,Can’t go wrong with Haagen Daas! This particular flavor is so potent and amazingly sweet. I’ve always been a butter pecan fan but I think I’m obsessed with this one. You get actual pecan flavor in there and it’s just to die for. Will definitely get again!,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,IssysMema11,2018-06-08,5,Really creamy ice cream!!,0,0,"I just tried the Butter Pecan Häagen-Dazs ice cream for the very first time.The ice cream is natural tasting yet not artificial.What I love about this ice cream is the abundance of pecans.The ice cream has so many pecans in it,it almost tastes homemade.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,TheirMom,2018-06-04,5,The Best Ever!!,0,0,"Haagen-dazs is a name that almost everyone knows. The taste is like none other. The butter pecan has just the right amount of pecans and tastes heavenly. If you've never tried it, please do yourself a favor and introduce your tastebuds to this treat.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,tommadonna,2018-06-02,5,This butter pecan ice cream is heaven.,0,0,I Love this ice cream. I Love the richness and how flavorful it tasted.The large pecans was good in every bite.I Love the creaminess and the the freshness of this ice cream.If you like good tasting ice cream be sure to try this flavor by Haagen-Dazs.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture"
4_hd,Blondiez13,2018-06-04,5,Great taste that my family loves,0,0,I love butter pecan ice cream but could never find the one that tastes great......until i got a coupon from tryit community and I got a pint and before i even realized it I had eaten the whole thing and wished for more it was so AMAZING!,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Simply Rewarding"
4_hd,Divacat,2019-09-20,2,Too bland,0,0,"I love most Haagen Dazs flavours, but this Butter Pecan is so bland. The pecans need more salt, the ice cream needs more richness, it is just boring. I won’t be buying this flavour again, but will stick to my tried and true favourites.",1.0,3.0,4.0,High Quality Ingredients
4_hd,dream4more2,2018-06-11,5,Best tasting Ice Cream,0,0,This is a major treat to your taste buds! The taste is smooth and very fulfilling. The packaging on it is great and easy to get servings from. This is one of my favorite flavors and brands of ice cream. I fully recommend trying it.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture,Simply Rewarding"
4_hd,TaWanda T,2018-06-18,5,Yummy to my tummy!!!,0,0,This ice cream was so delicious. It is super creamy and flavorful. I literally closed my eyes when I took my first spoonful. It's that good. I am awfully glad it wasn't in a gallon because I would have eaten it all in one sitting.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,MrsClay,2018-06-08,5,Great Ice Cream with Real Ingredients,0,0,I absolutely love this ice cream. The first thing I noticed is all the pecans and I love pecans. The ice cream is made with simple ingredients that I can pronounce and recognize. The ice cream is the right amount of sweet and creamy.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture"
4_hd,tonianne98,2018-06-11,5,Buttery yumminess,0,0,"This ice cream did not disappoint. Creamy, buttery and super good. Will definitely be a staple in my freezer If I want something to indulge in, this will be my new go to. I might also try some other flavors to test them out. :-)",5.0,5.0,5.0,"Indulgent,Creamy Texture"
4_hd,Trinityk,2018-06-19,4,Good!,0,0,"I really liked this ice cream, it had a great flavor to it and it was smooth and creamy. It had a good amount of pecans to it as well. It was rich and decadent and was defiently a reward! I would continue to get this and recommend.",5.0,5.0,5.0,"High Quality Ingredients,Creamy Texture"
4_hd,Dwayne,2018-06-04,5,great tasteing highly reccomend this to all friend,0,0,bought this and tried for the first time and will highly recommend this to all my family and friends. Great tasting with the right amount of ingrediants to make it a great tasting ice cream. This ice cream has a real smooth texture,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Kim07,2018-06-03,5,HaagenDazs Butter Pecan,0,0,Haagen Dazs is a primo type of ice cream! I sampled the butter pecan and it was delicious! Smooth flavor and texture! Could use some additional pecans though! But I love it and am a regular consumer of this product for years!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,LadyBklyn,2018-06-01,5,Classic,0,0,What's not to love about this brand? I think Haagen Dazs has the best ice cream hands down. Their butter pecan tastes so good. Generous with the pecans unlike other brands. It's so creamy and the texture is always perfect. Love!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Melissa P,2018-06-11,5,Great Tasting!,0,0,This ice cream is delicious. It is very flavorful. Has a Smooth texture. It is great just in a bowl by itself or paired with a nice piece of pie. My kids and husband really enjoyed it. Will definitely be buying more.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,indymom77,2018-06-06,5,Great taste with lots of pecan pieces,0,0,I love that there are plenty of pecan pieces included in the ice cream. The ice cream itself tastes great as well. I would definitely buy this again. Even my picky 3 yr old son wanted to eat this. I consider that a win!,5.0,5.0,5.0,"High Quality Ingredients,Indulgent"
4_hd,jordanm21,2018-06-08,5,Greatest tasting ice cream,0,0,This ice cream is by far the best. Its so creamy an the taste is just all around good. Ive never had ice cream taste so good before. I would highly recommend this to anyone that loves ice cream. This is a must have again!!!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Creamy Texture"
4_hd,Chantell,2018-06-04,5,Very tasty,0,0,"This was the best ice cream ever. I have never had this brand before. I got it free to try. So I did. Oh yes, this was fabulous. This was creamy, buttery, and the pecans were perfect. I will be buying this again for sure.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Mamaglaze,2018-06-01,5,Best ice cream,0,0,This ice cream is scrumptious our whole family enjoyed it we will defintally be being it thanks tryit sampling for the sample.i will tell all my friends about the great creamy taste once again thanks for the sample coupon,5.0,5.0,5.0,"High Quality Ingredients,Creamy Texture"
4_hd,Lexypooh,2018-06-04,5,Oh my!!,0,0,This ice cream is all that and more! I didn't want to put it down. The flavor is so rich and creamy and good. Even the pecans are fresh. I can say that I have found my new true love. This is my forever brand from now on..,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,LoveMamaDews,2018-06-29,5,My favorite flavor of ice cream!,0,0,"This butter pecan ice cream is so good! It is sweet and creamy and has ample amounts of pecans. The texture of the ice cream itself is smooth, then throw in the crunch of the pecans and you are in Southern Summer heaven!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture,Simply Rewarding"
4_hd,Crystalgay,2018-06-04,5,Great flavor,0,0,I received this coupon to try out the ice cream! I got the Butter Pecan. I love Butter Pecan ice cream but this one in particular is awesome! Great flavor. It’s so rich and creamy and just yummy! Love the packaging also!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,lovetoshop,2018-06-05,5,Yummy flavor!,0,0,"This ice cream is so yummy! The butter pecan has a great sweet flavor with a bit of a crunch from the nuts! It is our new favorite flavor and you can never go wrong with Haagen Daze. They use the best ingredients, too!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,Bmickeyt,2018-06-20,5,Super creamy,0,0,This is some of the best ice cream I’ve had. The ice cream is buttery and creamy and the amount and size of the pecans is perfect. I have always trusted the Haagen-days brand. Haven’t found a flavor that I didn’t like.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture"
4_hd,wendyemartin65,2018-06-04,5,Haagen-dazs - Butter Pecan,0,0,"Haagen-dazs always has great flavor and this was no exception. Texture is very smooth and buttery with big chunks of pecan. It is not too sweet, but very satisfying. Perfect snack for hot summer afternoon or evening.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture,Simply Rewarding"
4_hd,Gizmos79,2018-06-01,5,Great Taste!,0,0,I bought the Haagen-Dazs Butter Pecan ice cream about a month ago for a family get together. I love the flavor of this ice cream and that it is made with real ingredients. I will be buying this ice cream from now on.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Jenrich,2018-06-06,5,One of the best ice creams,0,0,It was so good we ate it up within a couple days we love the flavors it was easy to pick out the crunch is good it's one of our favorite ice creams. Tonight's ice cream for on the go for the kids different flavors,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,mamamcduffie,2018-06-02,5,My favorite!,0,0,Butter Pecan has always been my favorite Haagen-dazs flavor! It's loaded with pecans in every bite! And full of a rich creamy sweet ice cream flavor. I would recommend this flavor to everyone to try at lease once!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Creamy Texture,Simply Rewarding"
4_hd,Jojo,2018-06-01,5,Very delicious,0,0,I bought the butter pecan and very happy I did because it's all natural ingredients has the perfect creamy texture also has high quality ingredients and the pecans add a very good flavor also goes perfect together,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture"
4_hd,lmarx,2018-06-09,5,delicious,0,0,this ice cream is absolutely delicious! I got the butter pecan flavor. The ice cream itself is very smooth and creamy and the pecans add a nice little crunch. It tastes like fresh milk was used.and it is very good,5.0,5.0,5.0,
4_hd,TiffanyDupard83,2018-06-01,5,Haagen-daze Butter Pecan,0,0,Butter Pecan is very delicious. It went great for an after dinner dessert. It was creamy and flavorful. I will be purchasing Haagen-dazs to keep in my freezer. I give this ice cream 5 stars. Awesome product.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,jubulee,2018-06-11,5,Great for summer,0,0,Who doesn't love ice cream? The buttery flavor was awesome mixed with the delicious crunch of the pecans. It was definitely something I'd purchase in the future for summertime. It was also a hit with the kids.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
4_hd,Cherishthethought,2018-06-02,5,Superb taste!,0,0,This is my favorite flavor of ice cream. I love butter pecan. And this one was so creamy. I will definitely be buying it in the future. My kids loved it as well. The ingredient list was a big plus for me too.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture"
4_hd,webmom,2018-06-10,5,Great Product!,0,0,Haagen-dazs - Butter Pecan is delicious! It is a great treat and a high quality product. It has a creamy consistency and I will definitely buy it again. I look forward to trying all of Haagen-dazs varieties.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,HDButterPecanConnoisseur,2018-01-28,5,The absolute best ice cream flavor!,0,0,"Honestly the Butter Pecan is the key to my heart. The best ice cream ever! A Sweet buttery cream, smooth consistency and texture and my favorite part is it doesn't melt fast which helps to enjoy longer......",5.0,5.0,5.0,
4_hd,Sahm247,2018-06-13,3,It was good,0,0,I received this product free to try in exchange for my honest opinion and it was good. I've always been a fan of butter pecan ice cream and this was a hit with my family as well. Very creamy and flavorful.,5.0,5.0,4.0,"Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,oddthomas2113,2018-06-06,5,Loved it,0,0,"Butter pecan is my favorite ice cream but I hate the ""artificial"" taste of other brands. This kind tastes real. Like it was homemade yesterday personally for you. It's so creamy and the pecans are perfect.",5.0,5.0,5.0,
4_hd,Yarihdz,2018-06-25,5,Our favorite flavor,0,0,My husband lover butter pecan ice cream. He love this brand too. The ice cream is creamy and tasty. The butter pecan is good. He love to eat it with cake. Highly recommended if you are an ice cream lover.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
4_hd,Crystal,2018-06-04,5,Love the taste,0,0,Always love this brand. My whole family does. Always taste great. Not to rich. Just right. They always have the flavors I’m looking for and in the mood for. Definitely recommend this brand and flavor,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Angieh042385,2018-06-03,3,Good taste.,0,0,I like the flavor of the ice cream itself and there are plenty of pecans but I would not pay the high price most stores around me are asking. The ice cream is very creamy with a great crunchy texture.,4.0,4.0,5.0,"Perfectly Balanced Flavor,Creamy Texture"
4_hd,Foodie4life,2017-01-31,5,Nothing like it,0,0,This is my total weakness and sweet indulgence. The ingredients taste fresh and every container is chock full of delicious pecans. The perfect buttery sweet umami goodness. Yum!,5.0,5.0,5.0,
4_hd,Nena124,2017-04-10,3,Meh,0,0,"Unlike other butter pecan flavors I have tried, this simply tastes like vanilla ice cream with some pecans thrown in... Not what I was expecting/craving, disappointing.",3.0,5.0,5.0,
4_hd,Kiki,2019-03-05,1,Ingredients changed,0,0,This used to be my favorite flavor before the taste changed. It used to taste more salty. Now it’s just cream with bland pecans. Go back to the old recipe.,1.0,2.0,2.0,Creamy Texture
4_hd,Natnb07,2019-02-19,5,Amazing taste!,0,0,This ice cream is One of my faves. Could eat a whole carton! my boyfriend brought it home for me one night while I was pregnant and I was instantly hooked!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Creamy Texture"
4_hd,Cotton_Love_Peace,2020-01-07,1,Vanilla ice cream....ugh!,0,0,This so-called butter pecan tastes like vanilla ice cream. The pecans don't have a buttery flavor either. I'm upset I paid $5 for this ice cream.,1.0,1.0,1.0,
4_hd,Keenah,2019-11-11,1,Bad Batch,0,0,This was not the same Butter Pecan ice cream I'm used to... it's usually more flavorful. It was like someone forgot to add an ingredient.,1.0,1.0,1.0,
4_hd,Lala,2018-07-11,5,Love my butter pecan!!!,0,0,Out of any brand this is my one and only Häagen-Dazs butter pecan. I will never give it up as long as they keep on making it for sure!,5.0,5.0,5.0,
4_hd,Marielle,2016-12-20,5,The best on the market!,0,0,"Fresh ingredients especially the pecans. Taste is so rich and texture is smooth. Love it !!
The only butter pecan Ice cream I eat.",5.0,5.0,5.0,
4_hd,Marti,2017-07-23,5,My favorite and I'm loyal to it,0,0,"I've been enjoying this flavor as far back as I could remember. I would definitely try the non dairy version,if it were to exist.",5.0,5.0,5.0,
4_hd,King Eli Padilla,2018-04-21,5,BEST BUTTER PECAN ICE CREAM EVER!,0,0,This ice cream has the right amount of pecans and has an amazing flavor! Definitely my go to butter pecan ice cream brand!,5.0,5.0,5.0,
4_hd,Eli Padilla,2018-04-21,5,BEST BUTTER PECAN ICE CREAM EVER!,0,0,This ice cream has the right amount of pecans and has an amazing flavor! Definitely my go to butter pecan ice cream brand!,5.0,5.0,5.0,
4_hd,Charlotte,2017-04-15,5,My favorite,0,0,Not your typical butter pecan ice cream. Which I like. Vanilla ice cream with just a touch of buttery pecan goodness.,5.0,5.0,5.0,
4_hd,SimplyBlessed,2019-09-05,5,That Buttery Toasted Pecan Flavor....BOMB,0,0,I ate the whole half pint...sorry weight watchers...I will not be getting weighed in this week...oops..,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
4_hd,Nini23,2019-01-18,5,Good classic,0,0,Super rich and creamy ice cream with a roasty pecan crunch my favorite version of butter pecan!!!,5.0,5.0,5.0,
4_hd,ICESCREAM,2017-04-08,5,WOW,0,0,GOOOOOOOOOOOOOOOOOOOD. Addicted. This combination is the best. 10/10. TWO THUMBS UP. Its great.,5.0,5.0,5.0,
4_hd,Suidolem,2018-07-09,5,Absolutely Deliciousness!!,0,0,Absolutely Deliciousness!! That the only thing that comes to mind when eating it.,5.0,5.0,5.0,
4_hd,miss marie,2017-02-03,5,omg!,0,0,this flavor is absolutely amazing and an awesome way to relax & indulge...!,5.0,5.0,5.0,
4_hd,Brownie,2019-04-18,5,Fabulous!,0,0,Had this recently when in the US. Please make it available in the UK!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
4_hd,Peanut,2019-05-20,5,The best ice ever,0,0,"I buy butter pecan ice cream almost every day
BEST IVE CREAM EVER!",5.0,5.0,5.0,High Quality Ingredients
4_hd,Beccametz24,2019-08-06,1,Blah vanilla pecan,0,0,Tastes like vanilla ice cream with pecans. Not impressed,1.0,2.0,5.0,
4_hd,LexieeLynnee,2019-07-20,5,Bigger,0,0,I wish there was bigger containers of this stuff ):,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
5_hd,shibalady,2020-04-11,5,Best ever!,5,0,these are wonderful ! Where have they been. LOVE the coating,5.0,5.0,5.0,
5_hd,MC Hammer,2020-08-12,4,"Buy the Caramel, not the Vanilla Bar",3,0,"There's quite a difference between the caramel and vanilla bars, probably because the caramel makes the texture creamier, while the vanilla ice cream is icy and crystalline. Further, the chocolate dip combines better with the caramel for a better overall flavor as well. This is reflected in the caramel flavor being out of stock more. Don't buy the vanilla.",4.0,4.0,5.0,"Perfectly Balanced Flavor,Creamy Texture"
5_hd,kwallace,2020-06-17,5,OMG - SO Good that I looked up the website!,4,0,"Wow, the chocolate coating is a winner! This is a ""must try"". The flavor stopped my husband and I in our tracks as it was the best ice-cream bar we have ever had!
WELL DONE Haagen-Dazs!
SO good!!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
5_hd,CARLOS,2020-03-23,5,I tried this yesterday for the first time and BAM!,4,0,"It is delicious, I have a new all time favorite! This is a hit, The only problem was Publix only had one box left!?",5.0,5.0,5.0,"High Quality Ingredients,Indulgent"
5_hd,KatMar,2020-05-04,5,"Delicious Bar, Winner over all others!",3,0,"Simply delicious, you know this isn’t an average ice cream bar this is an extraordinary treat.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
5_hd,ReneeSC,2020-06-23,5,"Delicious, definitely buy again",3,0,That new chocolates coating tastes great! Love the flavor.,5.0,5.0,5.0,"Indulgent,Simply Rewarding"
5_hd,AFlores,2020-07-26,5,THE BEST ICE CREAM BAR I’VE EVER HAD!,2,0,"Wow, I just decided to pick this ice cream up just because it looked good. All I can say is, is that I’m glad I did! This ice cream bar literally melts in your mouth. The chocolate is incredibly soft and there’s the perfect amount of caramel inside. Amazing job with this one. I will never get another ice cream bar again!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
5_hd,JenLovesBirds,2020-09-19,5,Best flavor!,1,0,These are amazing! I love hand dipped cones right before they harden and somehow they created that texture perfectly. I didn't expect it to be dark chocolate though so it should probably be labeled better.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
6_hd,Bree,2020-05-15,5,Wow...I'm in love!,12,2,"I happened upon this ice cream because I had a coupon for a free pint. So last weekend while my daughter and I were at the grocer, I told her to pick out a flavor. I finally tasted today. Absolutely delicious! So creamy, with the crunchy cone contrast! I am a die-hard fan of the somewhat local, little creamery in Brenham, but now I must say I have a new love. I believe this is my first time even tasting Haagen Dazs. Don't know what took me so long, but glad I stepped outside of my comfort zone. It's not cheap, so this will be my go-to for a ""special"" treat. Yum!",5.0,5.0,5.0,
6_hd,,2016-08-25,4,,0,0,"My favorite part of Haagen Dasz Caramel Cone flavor was digging to get to the chocolatey-chunk core! It really did remind me of eating one of those store bought icecream cones + caramel icecream + a chocolate center.. but in an icecream form! The best part was the chocolate in the center + it was fun digging to get the chocolate out with my spoon! My 2nd favorite part was the cone flavor and then finally the caramel ice cream flavor. I would love to try new flavors with the same chocolate core! I haven't had Haagen Dazs for a long time prior to my sampling & now that I have been reintroduced, i am in love! It's delicious AND fun to eat! [This review was collected as part of a promotion.]",,,,
6_hd,dubb,2019-07-07,5,available in the 28 oz. size for good reason.,7,1,"a mainstay in H-D's lineup for good reason: it's of the best in H-D has to offer. only a handful of flavors get the larger packaging treatment, and this is one of them. a not-too-sweet, base, coupled with a sweet, yet slightly ""toasted"" caramel swirl (almost brown-buttery) is then littered (in a good way) with chocolate-covered cone pieces that remain crunchy. what's not to like? answer: nothing. as far as taste and texture is concerned, it has all the right things going for it.",5.0,5.0,5.0,
6_hd,Unicorn96,2019-10-28,5,First Time Tasting.,1,0,"My mom had bought herself couple of the caramel cone ice cream. As she was enjoying her ice cream I looked at it and asked her if it was good. I’m not a huge fan of caramel. When she told me it was good , I had to try it. I loved it; it wasn’t too much caramel as I expected. Now this is one of my favorite ice cream!",5.0,5.0,5.0,Perfectly Balanced Flavor
6_hd,Golfwannabe5,2018-06-08,5,Caramel Cone VERY good!,6,0,Caramel Cone very good! One of my favorites! Love the caramel swirls and pieces of chocolate coated sugar cone.,5.0,5.0,5.0,
6_hd,,2016-08-25,5,,0,0,"What an amazingly rich & bold ice cream. It is simply miles above the competition in flavor. If you ever wanted to know what absolute ice cream perfection is, look no further, its inside a pint of Haagen-Dazs. The flavors are just so bold its hard to think that I have been eating other ice creams for all this time. Everything is just so rich, with every flavor blended to absolute perfection. The chocolate, the bits of cone, caramel, nothing in this mix tastes anything but exquisite. Thank you so much for this free sample Haagen-Dazs. I think you made a true believer out of my taste buds! [This review was collected as part of a promotion.]",,,,
6_hd,DairyStateGirl,2020-05-15,5,New favorite ice cream flavor?,5,1,My boyfriend and I bought a few different favors for date night and Caramel Cone was one niether of us had before. It’s our new favorite! Grocery shopping isn’t complete without Caramel Cone in the cart to bring home.,5.0,5.0,5.0,
6_hd,Dani,2019-09-02,5,You must give it a try,0,0,"The best flavor that an ice cream lover has ever had. I just love it, my favorite one always.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Creamy Texture"
