key,author,date,stars,title,helpful_yes,helpful_no,text
9_talenti,Mcarter338,2017-01-03,1,NO COOKIE DOUGH!,1.0,0.0,I have eaten all of the ice cream and there hasn't been any cookie dough or chocolate chip pieces. The overall taste isn't very good either!
9_talenti,Rcp84,2018-05-11,1,Not enough cookie dough!!!!,1.0,0.0,Disappointed! Not enough cookie dough only 2 pieces??!! That is freaking ridiculous! I wish I can have my money back for this let down.
9_talenti,Melody,2017-07-31,2,Tastes great but NO COOKIE Dough!,1.0,0.0,This stuff tastes great but... Where is the cookie dough!? There were like 5 small chunks. I'd like a refund.
9_talenti,monmon,2018-08-16,1,Talenti more like terrible,1.0,0.0,"CLOYING SWEET, NO Cookie dough, lacks flavor. Looks good on the outside but not good on the inside."
9_talenti,KTay,2017-03-20,1,Not nearly enough cookie dough,1.0,0.0,"MAYBE 4 pieces in the bowl I just had. And, those pieces were tiny. Such a bummer."
9_talenti,Bikootbean,2017-06-10,1,Cookie dough?,1.0,0.0,Worst cookie dough ice cream ever. Where is the cookie dough? I can't find it!
9_talenti,Britt,2019-06-18,1,Where’s the dough?,1.0,0.0,Definitely not enough cookie dough in this. It’s basically just vanilla gelato
9_talenti,Brittany,2019-03-21,1,No cookie dough,1.0,0.0,"Rare and tiny pieces of cookie dough are wholly inadequate
Thank you for your feedback. We apologize this product did not meet your expectations. Stringent quality control and inspection procedures, both during and after automated filling processes, should identify and remove such a package from the production line. We'd like to gather some details about your experience. Please reach out to Consumer Services at consumer.services@unilever.com."
9_talenti,Cyama,2016-03-08,2,No cookie dough,1.0,0.0,Couldn't find one cookie dough. What a disappointment.
9_talenti,MJamz,2020-02-13,3,Pleasant surprise,0.0,0.0,"Gotta be honest, all the negative reviews about the lack of cookie dough and swirl put me off of trying this for a long time--until I was out of new Talenti flavors to try, and it went on sale. Either Talenti responded to the feedback, or I hit the jackpot--my pint had at least 30 of those little dough chunks and a thick swirl (I would've loved more). My critique would be that the base wasn't very flavorful--could barely taste the vanilla."
9_talenti,LTizzle,2018-12-14,5,Hands down favorite,1.0,1.0,I can’t seem to make sense of the low ratings for this flavor. I would take this brand/flavor over any frozen dessert...every time. Which makes it even worse that many stores near me have stopped carrying it. I can never seem to find it anymore...
9_talenti,Trin4558,2016-03-18,2,Got No Cookie Doe,1.0,1.0,I got no cookie doe in my gelato. I wouldn't want to buy a gelato that wasn't cheap with false advertisement.
9_talenti,Phatazz Ice Cream Eater,2018-03-23,5,One of the best!,0.0,1.0,"One of the best cookie dough flavors I’ve had! It’s smooth, creamy, sweet but not overly sweet, full of flavor, and had a generous amount of fudge swirl and cookie dough pieces. The ONLY thing that would make this better is BIGGER pieces of cookie dough! I ate the entire pint in one go, it was that good, and my mouth wasn’t sick of it at all. 5/5."
9_talenti,PlsAddMoDough,2020-05-31,1,2020 and still no dough,0.0,0.0,"I can’t believe that these reviews stating no cookie dough go back up to four years ago! I had to look up reviews after there were literally three (THREE!!!!) pieces of cookie dough in the whole pint. My family and I consider Talenti a treat and we all look forward to trying new flavors but this was an enormous disappointment.
Thank you for sharing your experience! We're sorry to hear that you've had this experience, but we'd love the chance to look into this further. Please reach out to us at consumer.services@unilever.com at your earliest convenience."
9_talenti,Nunya15,2019-03-05,2,Needs more cookie dough balls,0.0,0.0,"The gelato tasted ok and there really isn’t that many cookie dough pieces in it. I like the container twist off lid. The look is so fancy but really it wasn’t that great, turkey hill has the similar molasses flavored ice cream and had way more cookie dough pieces than this small one pint for almost double the cost."
9_talenti,KayPlow,2020-08-25,2,Lol,0.0,0.0,"I was so confused when I ate this. I was eating right from the pint like “I’m pretty sure I bought cookie dough” and just felt nuts. But it turns out. Nope. They just don’t put cookie dough in there cookie dough ice cream lol. I can’t believe this is still happening 4 yrs later
Your voice is incredibly important to us and our team would love an opportunity to learn more about your experience, please contact us at consumer.services@unilever.com. We look forward to hearing back from you!"
9_talenti,Rinne,2020-05-29,5,Smooth Cookie Dough,0.0,0.0,"You know how some cookie dough has a bit more crunch, like eating sugar? Not this cookie dough! It's smooth and creamy. Little globs of dough everywhere in tasty vanilla ice cream with fudge swirled around it? It's the best cookie dough ice cream I've tried."
9_talenti,Pinkbarbie23,2020-02-22,1,They still are not listening to the reviews!,0.0,0.0,"I thought that after a couple of years with the negative reviews that something would have changed! When one person says something it could be just an off chance that you got a bad batch, but when pretty much everyone year after year has the same complaints you think something would be done about it by now. I see the same automated response to reviews but it just goes to show that that means absolutely nothing. I remember years ago when these little pints were close to $8 each. At least I’m not paying that price anymore. To be fair Talenti is my favorite, but this is the worst cookie dough and unless they come out with a new version with vanilla that tastes like vanilla (good vanilla not imitation tasting) I will not purchase this again. Also when you look at it from the outside it looks great and then you open it up and the chocolate is just swirled on the container. Other then that it was a bad plain vanilla taste. I would rather pay the $8 price to get what Talenti claims it to be then this cheap tasting artificial cookie dough flavor."
9_talenti,Lexx,2020-04-01,2,Not enough!!,0.0,0.0,Not enough cookie dough...ADD MORE COOKIE DOUGH! I had to have at least 6-8 bites of plain vanilla ice cream before I got some cookie dough...and it was very lacking throughout the whole container. Very disappointing.
9_talenti,Ladyw08,2020-05-11,2,Not the best,0.0,0.0,I love the gelato but the taste and texture of the cookie dough is just so bland. The cookie dough is hard crumbles and just not savoring. Otherwise I love Talenti gelato it’s just this flavor wasn’t for me.
9_talenti,abbbby3241,2017-07-17,3,conflicted,0.0,0.0,"okay, so there is like 5 pieces of cookie dough, but it's still so good. it may just be that I love talenti I don't know. it would be perfect if there was a few more cookie dough pieces :("
9_talenti,bschonaman27,2018-07-22,5,Perfecto!,0.0,0.0,"This was the first flavor I tried of talenti gelato, and I LOVED it. It is what got me hooked! The only time I was disappointed was when I realized that I had eaten it all. LOL So yummy!"
9_talenti,Rylee,2018-06-24,5,A lot of cookie dough!!!!!,0.0,0.0,My gelato had a ton of cookie dough peices! There was atleast one in every bite! I’m not sure what happened to the other ones. Overall my second favorite talent gelato flavor!!!!!
9_talenti,arianna0308,2020-05-11,4,O.M.G!!!!!!!!!!,0.0,0.0,"I got this ice cream not knowing what it is, or anything about their ice cream. When i started to eat it i was confused cause i bit into actual cookie dough and i was in love."
9_talenti,Kdubb,2019-08-12,5,My all time favorite gelato!!,0.0,0.0,This is my go to sweet treat! The vanilla gelato is delicious and the cookie dough bites and fudge are the perfect addition to make one amazing dessert!
9_talenti,Dana258,2019-04-12,1,Awful!!,0.0,0.0,Terrible texure. Would not recommend!! It was like eating sweet sand...disgusting. Cookie dough?? WHERE?? Why label it something that is not in there.
9_talenti,Gimmygelato,2019-08-09,5,Delicious,0.0,0.0,I've had the Talenti Chocolate Chip Cookie Dough Gelato and LOVE it. It is light and leaves me feeling satisfied - great substitution for ice cream.
9_talenti,Gmdvs,2019-07-26,5,Tastes so good,0.0,0.0,"It’s the best flavor out of all of the flavors. I can’t seem to find it in any stores anymore and it’s very upsetting. I love this flavor!
Thank you for reaching out - we're sorry to hear that you are having difficulty locating our Talenti Chocolate Chip Cookie Dough Gelato! Please reach out to us at consumer.services@unilever.com; so we can find your favorite flavor!"
9_talenti,PVic,2016-11-01,3,No cookie dough!,0.0,0.0,"Flavor tastes good, however the part I was most looking for doesn't exist. There's no cookie dough chunks or balls or anything! :/"
9_talenti,Fritzy Fritz,2020-07-02,2,Where Is The Cookie Dough?,0.0,0.0,"Just vanila gelato with chocolate swirls. I should have checked the reviews here before purchasing. No cookie dough chunks at all.
We're sorry to hear that you received your Talenti Gelato Chocolate Chip Cookie Dough in this condition. Our team would like to gather some more details to understand what happened. Please reach out to us at consumer.services@unilever.com. We are looking forward to your email!"
9_talenti,Jaimthegreat,2019-08-04,5,Best ever,0.0,0.0,"So delicious. Chocolate chip cookie dough is my favorite ice cream and this tops any other brand I have ever had. Hard to find :(
Thanks for sharing a review of our Talenti Chocolate Chip Cookie Dough Gelato -- we're so glad to hear that you love this product as much as we do! For assistance in locating this product in your area, please reach out to our Consumer Services team directly via email at consumer.services@unilever.com."
9_talenti,spillcanvasgirl,2020-07-26,1,no cookie dough,0.0,0.0,"basically no cookie dough in the entire container. we will stick with ben and jerrys and baskin robbins.. more stuff less cost.
We appreciate your feedback. We're sorry to hear about your unsatisfying experience with this product. We would love to speak with you further regarding your concerns. Please feel free to contact us directly at consumer.services@unilever.com."
9_talenti,Scullinc,2017-06-24,2,Was not creamy?,0.0,0.0,There was plenty of cookie dough bits (despite other reviews) but my gelato was more ice than cream. The texture was awful
9_talenti,Dirtrackgurl18,2019-05-27,5,Love it,0.0,0.0,I love chocolate chip cookie dough its lil hard to find..when i find it i 3 at a time...dont retire it...soooooo goooood
9_talenti,MrGMoura,2020-04-16,5,Favorite flavor,0.0,0.0,The store doesn’t have enough for me to satisfy my addiction for this flavor. I can rarely find any left Florida bomjk
9_talenti,Cookie Monster,2016-02-02,4,Chunk,0.0,0.0,"Delicious flavor and texture is unbelievable. However, there were not a lot of cookie dough pieces in the pint."
9_talenti,Mcmrn588,2020-02-20,5,My favorite flavor,0.0,0.0,"This is my favorite flavor from talenti, though I wish these was more cookie dough a bit more chocolate swirl."
9_talenti,Danni,2019-02-24,5,Love this ice cream,0.0,0.0,This is my favorite ice cream but it’s someykmes too hard to find. Please don’t ever discontinue this one!!!
9_talenti,skd21,2017-04-27,5,top 3,0.0,0.0,"I love it! This, cookie crunch , & vanilla swirl are my favorites! They should really sale by the gallob!"
9_talenti,ellevee,2017-01-10,5,Cookie dough monster :D,0.0,0.0,"Literally tastes like homemade cookie dough, absolutely my favorite! cookie dough lovers galore ;P"
9_talenti,Ryandavid98,2020-02-16,1,Gross,0.0,0.0,Taste like Hershey’s syrup with vanilla ice cream. Waste of money went straight to the trash can.
9_talenti,,2019-03-11,5,delicious,0.0,0.0,I love the cookie dough flavor it’s so good I would definetly recommend this flavor and brand
9_talenti,Zeebee,2016-11-12,5,AMAZING,0.0,0.0,"THE BEST THING I EVER OUT IN MY MOUTH! It's so good, makes me wanna do a happy dance"
9_talenti,xoxliljenny,2016-07-26,5,So good!,0.0,0.0,I can't believe it took me so long to find this. Best gelato i've ever had!
9_talenti,Rachelteresa,2017-10-15,5,Love it!,0.0,0.0,I love this gelato! Soooo good! Best tasting flavor that I tasted so far!
9_talenti,Daisy,2016-02-11,5,Love it first time trying and fell in love,0.0,0.0,Best ice cream i had. I just wish that thwy made them in a bigger size.
9_talenti,AV72,2019-06-04,5,My Favorite Flavor,0.0,0.0,I enjoy the cookie dough this is my go to Talenti flavor at the store
9_talenti,Lw742,2016-08-11,4,Love it !!!,0.0,0.0,One of my favorite flavors. I wish it had more cookie dough pieces.
9_talenti,Gstooch,2019-10-17,5,Heavenly,0.0,0.0,Simply delicious. Sicilian Pistachio is my favorite thus far.
9_talenti,JGlad,2016-03-01,4,Needs more Cookie,0.0,0.0,"Equally balanced and creamy, but needs more cookie dough."
9_talenti,emilyg,2020-02-14,1,Where is the cookie dough,0.0,0.0,"There is no cookie dough!!! I have not found one piece!!
Thanks for reaching out. We apologize for your experience. Please feel free to contact us directly at consumer.services@unilever.com so that we can learn more."
9_talenti,clng4it,2016-08-09,5,Great tasting,0.0,0.0,Extra creamy taste and loaded with cookie dough chunks.
9_talenti,TJ204,2016-05-26,5,Favorite Flavor!!,0.0,0.0,Best gelato flavor! Tastes just like cookie dough!
10_talenti,Treemi01,2017-09-25,3,Just Chocolate-Again!,8.0,0.0,"When this product is as it should be, it's my favorite treat! However, about a month ago I purchased a chocolate peanut butter cup pint that had no peanut butter and no peanut butter cups in the entire pint. I thought it must have been a fluke and my family laughed about it. However, I now purchased a second pint that appears to have the same issue. We used half of it tonight and no one had any peanut butter or cups in their bowl, and I can't see a single one in what's left in the container. For the price of the product, it's very frustrating for it to be so inconsistent. It might be time to find a new treat!"
10_talenti,ReneeND,2019-06-01,1,No PB or mini cups,0.0,2.0,"This is now the second pint of Gelato I’ve purchased from Talenti. The first one they wouldn’t fix my purchase because I threw it away (was I supposed to keep trash?!)..silly me for thinking this would be different. First 5 bites- just milk chocolate gelato. I’ve been hunting in it for PB...only a small chunk at the problem. This seems to be the norm for this gelato.
Thank you for sharing a review of our Chocolate Peanut Butter Cup Gelato! We're very sorry to hear that our gelato didn't meet your expectations. Please reach out to our Consumer Services Team directly via email at consumer.services@unilever.com, as our team would like to help remedy this situation. We look forward to your message!"
10_talenti,eroyals,2017-07-27,2,Not the Same,7.0,1.0,"I used to love this flavor, but in an effort to scale back on the amount of sweets I eat, I haven't purchased ice cream or gelato in quite some time. I was excited when I saw this on sale at Stop and Shop and bought some for old time's sake. When I broke into it after dinner, I was disappointed. It was much sweeter than I remembered, the consistency was more like ice cream than gelato, the distribution of peanut butter cups was sparse, and there were very few spoonfuls of peanut butter. I don't know if the recipe has changed or if I just got some of a bad batch, but this was no bueno. Overall, I'm just sad because I was looking forward to eating this so much. So let down was I that I felt compelled to come and leave a review. In the past I have loved your products, but after tonight, I will probably pass next time I see Talenti on sale, as this was my absolute favorite flavor."
10_talenti,HJK from MA,2017-09-25,5,Chocolate Peanut Butter Cup,7.0,2.0,"I am in LOVE with the Talenti Chocolate Peanut Butter Cup!! It is my cover page on FaceBook!!! I find it interesting that others must feel the same. I feel lucky when I still see a couple in the freezer section. Please do not discontinue this one. There is one I loved when it first came out and I can't find it anymore. It was Toasted Almond.
I use you empty containers to store all sorts of things! I tell everyone about your product and now have others hooked on it!! :o)"
10_talenti,Peanut Butter,2017-09-25,1,Missing peanut butter and mini cups :/,8.0,4.0,"Something seems to have changed. I used to love this flavor; however, I bought a pint this week and it was basically just milk chocolate ice cream (not creamy like gelato, very icy). There were hardly any peanut butter cups. In fact, in my first two servings I had zero. There were a few stuck to the bottom. They used to heap them in along with the peanut butter (hardly any PB spoonfuls now). I used to love this stuff but I'd hesitate before purchasing again. Let's hope it was just a bad batch.
We're sorry to hear about this! It sounds like your pint might have experienced some thaw/refreeze damage creating an icy texture and causing the pb cups to sink to the bottom. Please send us an email so we can make this right for you! https://www.talentigelato.com/contact-us"
10_talenti,Alexa,2019-03-30,1,missing the namesake flavors,0.0,1.0,"The fact that I actually felt compelled to come to the website and review this product is proof of how disappointing it was. When I saw it in the store, I was excited to try it. Chocolate & peanut butter are generally a home-run, and I've tried and enjoyed other flavors the brand has to offer... The lack of an actual chocolate flavor to this gelato was the most upsetting. I found it sickeningly sweet with only the barest hint of chocolate (and that hint tasted almost chemical in nature). In addition to a flavor I found unpleasant, there were almost no peanut butter cups to be found. I went digging around, but it they were truly sparse. All in all, a big old bummer and an annoying waste.
Thank you for taking the time to share your comments with us! We are sorry to hear about your disappointment and would like the opportunity to hear more from you. Please reach out to us at consumer.services@unilever.com so we can better assist with your concerns."
10_talenti,Talenti Hostage,2019-10-17,5,How dare you Talenti!!,0.0,1.0,I am an ice cream lover. I appreciate complex flavors and a natural ingredients. Talenti ice cream has made it impossible for me to keep ice cream in my freezer!! Every time I buy a pint of Talenti I can't help but finish it in one sitting. Other ice creams that have natural ingredients and good flavors I can wait two or three sittings before I finish a pint. But not so with Talenti. It is so creamy and delicious and full of flavor I can't stop myself and I end up eating the entire pint!! How dare you Talenti to make an ice cream that is so delectable I need to eat all of it and not share one bite!
10_talenti,Apigue,2018-07-09,3,Not Bad....Not My Fav,0.0,0.0,I recieved this product through Influenster for free in return i give a review. I really loved the chocolate but the peanut butter cup tasted bitter. So it was a no go for me.
10_talenti,Sheratx,2018-10-23,4,Good but pranut butter was VERY salty!,0.0,0.0,"Looking for a late-night snack I found this at my local Walgreens and was happy to find the peanut butter cup flavor because it was when I haven't tasted before. After settling in and opening my beloved desert the first spoon full was excellent. As I dug deeper I got a spoon photo of peanut butter and it was uncomfortably salty. It didn't taste like natural peanut butter. The peanut butter cups or a good and the actual gelato portion was good but every time I got peanut butter in the spoonful, it was horribly salty and hard to swallow. If it wasn't for the peanut butter I would definitely highly recommend this flavor. I don't know if I got a bad batch but it was salty enough to deter me from getting a second container."
10_talenti,KingKeenan,2015-12-16,5,Literally the best!,3.0,2.0,"Amazing product. Flawless flavor! I'm actually from Canada, and I'm totally willing to cross the border just to buy more of this.
Definitely recommend this for any peanut butter and chocolate lovers. This is the kind of sweet you'll want a glass of water with. Also the selection of ingredients is really impressive. A natural ice cream for such a good price. You can't help but feel really happy while eating this. Thank you Talenti!"
10_talenti,Jack pie,2020-07-20,5,Ducking amazing,0.0,0.0,This is the best dessert I’ve ever had !!! I will forever buy this.
10_talenti,bermudamama,2016-06-24,5,Perfect summer treat!,2.0,0.0,"So amazing. So delicious.
We love this flavor here in Bermuda!
Cheers to delicious experiences!"
10_talenti,rd2018,2018-08-29,5,Dietitian Approved,1.0,0.0,"Would I recommend this to a client? Heck yes I would. I honestly fell in love. Perfect creamy texture. The taste was the perfect combination of sweet and robust with notes of coffee. The first bite is like slipping on your favorite cashmere sweater. The subtle peanut butter swirls dance on your tongue. The mini peanut butter cups break up creaminess. For this particular characteristic, and this characteristic only, we are not so fond. 4/10. However, this minor flaw is easily overlooked in the midst of the dream like state that you go into when you eat this gelato.
WARNING: It is easy to lose yourself while consuming this product, and you may forget that there is 4 servings per container, with each serving containing 29 g of sugar. Consume with caution.
ADDITIONAL WARNING: your affections for your significant other may pale in comparison to your feelings toward this product.
That is all."
10_talenti,Asia,2017-09-25,5,Amazing!!,3.0,1.0,This definitely is my FAVORITE Talenti flavor@ the chocolate with the thick peanut butter mixed in AAAAANd peanut butter cups?!? Perfect combination. If you haven't tried it... go do so.. IMMEDIATELY.
10_talenti,SadIceCreamEater,2018-08-06,2,Missing peanut butter cups,1.0,0.0,"Ice had this ice cream before and it was exactly as it stated "" mini peanut butter cups folded into milk chocolate gelato with swirls of peanut butter"" Not this time, it had zero peanut butter cups and 2 or 3 peanut butter swirls. There goes $4... I mainly buy it for the peanut butter cups inside. I used to recommend this product, but the last pint I bought was missing bits as well."
10_talenti,champagnesupernova,2018-08-19,3,Not enough PB anymore,1.0,0.0,"I really love peanut butter, but the past couple of times I’ve bought this there have been barely any PB swirls and markedly fewer peanut butter cups. Until I found a tiny swirl of peanut butter 2/3 of the way into my last jar, I actually thought Talenti had changed the recipe to no longer include swirled PB. Still love Talenti, won’t buy this flavor anymore."
10_talenti,Mags,2018-08-20,5,Certainly in my top 5 Talenti flavors,0.0,0.0,"This was my go- to flavor before I discovered Caribbean Coconut and Caramel Cookie Crunch. But don't get me wrong, this flavor is incredible. The peanut butter swirls are absolutely delicious. This is definitely a flavor I've purchased multiple times. However, I do wish there were more peanut butter swirls in the product. The peanut butter is very fresh tasting and delightfully salty, which contrasts beautifully with the sweetness of the gelato. A must-try if you're a die hard peanut butter lover, like myself!"
10_talenti,Gracie14,2020-10-02,5,Outstanding!,0.0,0.0,This is the absolute best gelato flavor I have ever tasted! It delights me while eating it!
10_talenti,tja1970,2017-09-26,5,One of the best things I have ever had!,2.0,1.0,"I am love with this Gelato, my only frustration is it's always sold out. It is my absolute favorite Treat in the world. If you have not tired it, it's a must and don't say that about many food items."
10_talenti,bta1750,2016-05-04,5,Great Flavor!!!,1.0,0.0,I really love the clash of chocolate and peanut butter together and the ice cream just melts in your mouth because its so smooth......
10_talenti,alyssa77,2017-11-12,4,Really good if you like peanut butter,1.0,0.0,I really love the chocolate base but the peanut butter is a bit too strong. It's really salty but other than that it's awesome.
10_talenti,Michelle1,2018-06-07,5,Absolutely Delicious!,0.0,0.0,"I tried the Chocolate Peanut Butter Cup Gelato and it was definitely one of the best foods I have ever tasted. With the first taste, you experience a fresh flavor of rich chocolate and peanut butter. The consistency is creamy with the perfect mix of chunks of peanut butter and chocolate peanut butter cups candies. I cannot believe how truly delicious this gelato is and I have positively found my new favorite treat. I received this product for free for testing purposes."
10_talenti,natosio,2018-02-24,2,"Strange, salty flavor",1.0,1.0,"I enjoyed this until I reached a clump of peanut butter cup. For some reason, it had a concentration of salt that completely ruined the flavor. The rest of the pint was no better: delicious chocolate gelato with pockets of oversalted peanut butter cups. To be fair, a few of the mouthfuls with peanut butter were perfectly fine, and a perfect balance to the chocolate."
10_talenti,amariewalker,2017-02-16,5,Heavenly mix of perfect chcolate and peanut butter,0.0,0.0,"Hello, I'm a Pilates Instructor and I have a problem. (Holds up hand.) I *love* this Gelato. I have to eat pretty stringently for work, but I allow myself one day a week to indulge, and 99 times out of 100 it is with this very delicious gelato. The ribbons of peanut butter and little bitty peanut butter cups (are currently making my mouth water just thinking about them) are ever so perfectly swirled into smooth and creamy chocolate gelato. I cannot get enough."
10_talenti,KittyKittyND1,2019-05-28,5,"UGH, SO GOOD!",1.0,0.0,"Talenti, you beautiful thing. You've done it again."
10_talenti,Scotty,2017-03-03,3,Subpar,1.0,0.0,Was expecting it to be much richer in flavor......
10_talenti,kimb,2016-08-02,4,GREAT!,1.0,1.0,"It taste good. It strongly taste of peanut butter...similar to the taste of reese pieces. there is actual peanut butter cup chunks inside similar to the taste of reese's cup.
I give it 4 stars because its good but i expected the product to be chocolate ice cream with peanut butter cups in it. taste more like a sweet peanut butter ice cream"
10_talenti,Ng88,2017-09-25,5,Best. Ever.,1.0,1.0,"Best flavor ever. Smooth, creamy, with excellent chocolate taste and perfectly sized peanut butter cups. The only things that could make it better: if it was good for me (but then it wouldn't taste as good ;) ) and if it wasn't 7 dollars a pint! I wait until Publix has them half off and then treat myself to some :)"
10_talenti,Chel,2017-02-22,2,Something Changed,1.0,1.0,We've been buying this flavor for about 3 years now and we took a break and recently bought it and the flavor does not taste the same at all. This used to be our favorite flavor and now we won't be purchasing again. Would have been a 5 star rating if it weren't for whatever change occurred.
10_talenti,Peanut Butter Bandit,2019-11-12,5,10/10 Nom Nom Nom Worthy,0.0,0.0,Seriously... this is sooo good. I cant get it at the stores by my house anymore so it's a rare treat to find a pint. I think I have better odds at finding a 4 leaf clover on a leap day. I love this pint because it has ribbons of peanut butter and also little peanut butter cups. I may or may not have had a mini heart attack looking at the retired flavors list. I saw a peanut pint and then realized it wasnt my favorite one.
10_talenti,Emilyla12,2018-07-26,5,Smooth & delicious!,0.0,0.0,"I consider myself somewhat of an ice cream/frozen yogurt/gelato aficionado and there is no brand of gelato that I’ve found in stores that can match up to Talenti! The Chocolate Peanut Butter Cup Gelato that I was able to sample for free to test is absolutely delicious, smooth, and satisfying. I would definitely recommend and this product will find its way into my freezer again!"
10_talenti,Fritzy Fritz,2020-06-29,5,Delicious,0.0,0.0,This flavor was a winner to me. Nice chocolate flavor with little chunks of chocolate with peanut butter inside them. Wish they would add more of the chunks to this. Still though this is very good. Nice combination and peanut butter does not over power the chocolate. Nice creamy texture with good chocolate flavor. Was so good I ate the entire container in one setting.
10_talenti,needmoreCUPS,2019-05-16,3,"Sad to say, but this has gotten skimpy.",0.0,0.0,"I have been a HUGE fan of Talenti Gelato for years now. I like multiple flavors. This peanut butter cup has been an obsession for a year or two now and I loved it for good reason. It was delicious and FULL of yummy chocolate peanut butter cups and swirled with peanut butter. Sadly, something horrible has happened to the recipe. The cups are pretty much missing. I just dug into a new pint and literally had 3-4 cups TOPS and hardly a streak of peanut butter for half the pint. I know i'm a piggy...but I kept going just HOPING there was a peanut butter cup or SOMETHING would appear. I feel so let down....for multiple pints of this icecream. It used to not be so cheap and skimpy feeling. I don't know what happened. I was always happy to pay for what I was eating. No sense in ""cheaping"" out for profits if it causes folks to turn away from feeling cheated. I just don't understand why this had to change? Please bring the old recipe amounts back. Please."
10_talenti,penelopeyim,2018-03-06,5,I finished it less than 36 hours,0.0,0.0,"Bought it off a whim to cope with personal stuff. Initially questioned it, but I realized the one I bought was the last of this flavor - so I was ok, maybe its worth it.
When I brought it home, I literally could not put it down. I like to think I have good self regulation, but not with this stuff - so beware."
10_talenti,karisno,2019-06-26,1,I've never thrown out gelato before,0.0,1.0,"Congrats, Talenti. You've actually made a sweets addict throw away what's left of a desperate attempt to salvage some satisfaction out of your completely flavorless flavor. I've had luck with other flavors of yours, but this stuff tastes like it's made with water, sugar, and a tiny bit of cocoa. Yuck."
10_talenti,ChefGlenn,2019-08-11,5,Best Gelato Flavor,0.0,0.0,"This is the best Gelato flavor Talenti has. I eat one pint every night. Have to quit that soon and go on a diet, but this is the best by far! I literally have withdrawals if I don’t eat it every night. If Publix is out I’ll drive to another Publix to get my fix. I’ve even gone to CVS to look for it."
10_talenti,Tatiana,2019-03-02,5,My Favorite,0.0,0.0,"My boyfriend introduced me to gelato. I was never a big fan of regular ice cream, but I love gelato, and the Chocolate Peanutbutter is by far my favorite. The little peanutbutter cups and rich swirls of peanutbutter in Chocolate gelato just can't be topped."
10_talenti,GelatoQueen12,2018-03-29,5,Love At First Bite!,0.0,0.0,I always heard about this product in general from all my peers and family. i never knew what the big Whoop was about......UNTIL NOW! THIS GELATO IS THE NECTAR OF THE GODS! I will be stocking my fridge with these from this point on!
10_talenti,becky2141,2018-06-19,4,Creamy,0.0,0.0,Talenti's Chocolate Peanut Butter Cup had a nice chocolate flavor mixed with peanut butter swirls. It had a nice thick and creamy gelato texture. I would recommend. *I received this product for free in return for my honest opinion.
10_talenti,Hecate,2020-04-24,5,The best gelato ever made!!!! I can NOT stop eatin,0.0,0.0,"Oh my goddess. This product was made by the goddess and gods. Bless you!! I can eat the entire container in one sitting. Love, love, love. Thank you for giving me the best gelato ever. The flavors are smooth, begging to be tasted."
10_talenti,Shar,2016-09-08,5,Great taste,0.0,0.0,Love love love the chocolate peanut butter cup. I just wish the stores started carrying it again. I've been to 6 stores in two states and they are not carrying this flavor. The Belgium chocolate is very good as well
10_talenti,Mirr,2016-12-01,5,Most delicious gelato ever!!,0.0,0.0,"This is my favorite treat! I love pretty much everything chocolate peanut butter. The gelato is so rich and smooth, I love the peanut butter that runs through it and of course the chocolate peanut butter cups :)"
10_talenti,quinn,2019-04-25,5,Peanut butter goodness,0.0,0.0,"The real peanut butter Chuck's are delicious, the ice cream has a taste perfectly balanced of peanut butter and chocolate. The peanut butter cups are good, but could be less frozen (like the peanut butter)."
10_talenti,kenna19,2020-05-19,5,The Best I’ve Ever Had,0.0,0.0,"Wow. If you like chocolate and peanut butter, then this is the gelato for you. This is hands down the best gelato I’ve ever had. I can’t stop buying it. Try this flavor. You won’t regret it!!"
10_talenti,BMM5,2017-01-30,5,OBSESSED,0.0,0.0,I have a literal obsession with this flavor. I feel like I can't go a week without it that's how much I love it. I wish I could have it every day and had enough money to buy a freezer full!!
10_talenti,Katie G,2019-03-09,5,Favorite Flavor!,0.0,0.0,"The chocolate gelato is so rich and creamy, and there's a good amount of peanut butter swirl. As the gelato starts to melt, so does the peanut butter and it all mixes together beautifully!"
10_talenti,Jailin,2020-03-25,5,Just perfect,0.0,0.0,"The best ice cream, I've ever eaten. This is the perfect mixture. I moved away from the USA 2013 and still miss this ice cream. Hoping every year they finally sell to Europe / Germany."
10_talenti,SlimJimmy,2020-09-14,4,Surprising,0.0,0.0,"It was iight. Haha I’m kidding it was rather sweet but tolerable. This is my new favorite flavor, disregard the Karen review, there’s literally no chemical taste. It’s fantastic. I’m"
10_talenti,Geno68,2019-08-06,5,Awesome!,0.0,0.0,"I usually don't eat ice or anything with milk in it because I am lactose intolerant. I don't know why but this wonderful Gelato hasn't made my stomach ache. I love it ,too much ."
10_talenti,Ellen,2016-08-22,5,OMG BEST ICE CREAM EVVVERRRRRR!!!!,0.0,0.0,I love it point blank super rich and creamy with peanut butter ribbons throughout oh and don't forget the peanut butter cups. Omg this is a definite must try for everyone!!!!!
10_talenti,Leah,2019-07-10,5,Taste amazing!!,0.0,0.0,Its my favorite flavor by far and it hits the spot everytime I hope they never get rid of it ! Its smooth and creamy with little peanutbutter cups !! It doesn't get any better
10_talenti,hamr1,2016-08-16,5,Amazing flavor,0.0,0.0,"This was our first time trying Talenti. Normally this is my son's flavor, but I tried some. Very intense and perfect flavor. I'll have to be careful not to buy this too often."
